positive  	{'Negative Emotion': 0, 'Positive Emotion': 16.666666666666668, 'liwc:positive': 1, 'UNI_an': 0.05555555555555555, 'UNI_excellent': 0.05555555555555555, 'UNI_restaurant': 0.05555555555555555, 'UNI_the': 0.05555555555555555, 'UNI_food': 0.05555555555555555, 'UNI_wonderful': 0.05555555555555555, 'UNI_service': 0.05555555555555555, 'UNI_friendly': 0.05555555555555555, 'UNI_attentive': 0.05555555555555555, 'UNI_atmosphere': 0.05555555555555555, 'UNI_warm': 0.05555555555555555, 'UNI_homey': 0.05555555555555555, 'UNI_it': 0.05555555555555555, 'UNI_best': 0.05555555555555555, 'UNI_valentine': 0.05555555555555555, 'UNI_dinner': 0.05555555555555555, 'UNI_i': 0.05555555555555555, 'UNI_ever': 0.05555555555555555}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 6.382978723404255, 'liwc:positive': 1, 'UNI_our': 0.02127659574468085, 'UNI_food': 0.02127659574468085, 'UNI_great': 0.02127659574468085, 'UNI_i': 0.0851063829787234, 'UNI_loved': 0.02127659574468085, 'UNI_large': 0.02127659574468085, 'UNI_choice': 0.02127659574468085, 'UNI_menu': 0.02127659574468085, 'UNI_there': 0.02127659574468085, 'UNI_something': 0.02127659574468085, 'UNI_everyone': 0.02127659574468085, 'UNI_also': 0.02127659574468085, 'UNI_like': 0.02127659574468085, 'UNI_fact': 0.02127659574468085, 'UNI_owners': 0.02127659574468085, 'UNI_always': 0.02127659574468085, 'UNI_hand': 0.02127659574468085, 'UNI_friendly': 0.02127659574468085, 'UNI_greating': 0.02127659574468085, 'UNI_next': 0.02127659574468085, 'UNI_time': 0.02127659574468085, 'UNI_going': 0.02127659574468085, 'UNI_try': 0.0425531914893617, 'UNI_eat': 0.02127659574468085, 'UNI_much': 0.02127659574468085, 'UNI_dinner': 0.02127659574468085, 'UNI_one': 0.0425531914893617, 'UNI_many': 0.02127659574468085, 'UNI_choices': 0.02127659574468085, 'UNI_deserts': 0.02127659574468085, 'UNI_oh': 0.02127659574468085, 'UNI_ya': 0.02127659574468085, "UNI_n't": 0.0425531914893617, 'UNI_forget': 0.02127659574468085, 'UNI_check': 0.02127659574468085, 'UNI_bar': 0.02127659574468085, 'UNI_manager': 0.02127659574468085, 'UNI_he': 0.02127659574468085, 'UNI_hottie': 0.02127659574468085, 'UNI_oops': 0.02127659574468085, 'UNI_questions': 0.02127659574468085}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 40.0, 'liwc:positive': 1, 'UNI_everything': 0.1, 'UNI_fresh': 0.1, 'UNI_good': 0.1, 'UNI_and': 0.1, 'UNI_servers': 0.1, 'UNI_nice': 0.1, 'UNI_friendly': 0.1, 'UNI_they': 0.1, 'UNI_great': 0.1, 'UNI_job': 0.1}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 1.4285714285714286, 'liwc:positive': 1, 'UNI_feels': 0.014705882352941176, 'UNI_like': 0.014705882352941176, 'UNI_i': 0.04411764705882353, 'UNI_entered': 0.014705882352941176, 'UNI_giant': 0.014705882352941176, 'UNI_garage': 0.014705882352941176, 'UNI_sale': 0.014705882352941176, 'UNI_hof': 0.014705882352941176, 'UNI_brau': 0.014705882352941176, 'UNI_built': 0.014705882352941176, 'UNI_inside': 0.014705882352941176, 'UNI_located': 0.029411764705882353, 'UNI_middle': 0.014705882352941176, 'UNI_san': 0.014705882352941176, 'UNI_francisco': 0.014705882352941176, 'UNI_food': 0.04411764705882353, 'UNI_served': 0.014705882352941176, 'UNI_cafeteria': 0.014705882352941176, 'UNI_style': 0.014705882352941176, 'UNI_tommy': 0.04411764705882353, 'UNI_full': 0.014705882352941176, 'UNI_service': 0.014705882352941176, 'UNI_bar': 0.014705882352941176, 'UNI_history': 0.014705882352941176, 'UNI_old': 0.014705882352941176, 'UNI_hangout': 0.014705882352941176, 'UNI_metal': 0.014705882352941176, 'UNI_group': 0.014705882352941176, 'UNI_metallica': 0.014705882352941176, 'UNI_the': 0.014705882352941176, 'UNI_average': 0.014705882352941176, 'UNI_offer': 0.014705882352941176, 'UNI_larger': 0.014705882352941176, 'UNI_portions': 0.014705882352941176, 'UNI_usual': 0.014705882352941176, 'UNI_joints': 0.014705882352941176, 'UNI_they': 0.014705882352941176, 'UNI_best': 0.014705882352941176, 'UNI_lamb': 0.014705882352941176, 'UNI_shanks': 0.014705882352941176, 'UNI_around': 0.014705882352941176, 'UNI_try': 0.014705882352941176, 'UNI_beer-n-bean': 0.014705882352941176, 'UNI_across': 0.014705882352941176, 'UNI_street': 0.014705882352941176, 'UNI_mel': 0.014705882352941176, 'UNI_diner': 0.014705882352941176, 'UNI_make': 0.014705882352941176, 'UNI_quick': 0.014705882352941176, 'UNI_dining': 0.014705882352941176, 'UNI_choice': 0.014705882352941176, 'UNI_would': 0.014705882352941176, 'UNI_pick': 0.014705882352941176, 'UNI_every': 0.014705882352941176, 'UNI_time': 0.014705882352941176, 'UNI_bring': 0.014705882352941176, 'UNI_cash': 0.014705882352941176, "UNI_n't": 0.014705882352941176, 'UNI_accept': 0.014705882352941176, 'UNI_credit': 0.014705882352941176, 'UNI_cards': 0.014705882352941176}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 5.714285714285714, 'liwc:positive': 1, 'UNI_having': 0.029411764705882353, 'UNI_choice': 0.029411764705882353, 'UNI_64': 0.029411764705882353, 'UNI_wines': 0.058823529411764705, 'UNI_glass': 0.029411764705882353, 'UNI_blew': 0.029411764705882353, 'UNI_away': 0.029411764705882353, 'UNI_and': 0.029411764705882353, 'UNI_huge': 0.029411764705882353, 'UNI_wine': 0.058823529411764705, 'UNI_bottle': 0.029411764705882353, 'UNI_list': 0.08823529411764706, 'UNI_offered': 0.029411764705882353, 'UNI_world': 0.029411764705882353, 'UNI_magnificent': 0.029411764705882353, 'UNI_champagne': 0.029411764705882353, 'UNI_well': 0.029411764705882353, 'UNI_the': 0.058823529411764705, 'UNI_20': 0.029411764705882353, 'UNI_pages': 0.029411764705882353, 'UNI_food': 0.029411764705882353, 'UNI_well-balanced': 0.029411764705882353, 'UNI_heavenly': 0.029411764705882353, 'UNI_i': 0.029411764705882353, 'UNI_recommend': 0.029411764705882353, 'UNI_place': 0.029411764705882353, 'UNI_anyone': 0.029411764705882353, 'UNI_wants': 0.029411764705882353, 'UNI_impress': 0.029411764705882353}
positive  	{'Negative Emotion': 1.0638297872340425, 'Positive Emotion': 1.0638297872340425, 'liwc:negative': 1, 'UNI_montgomery': 0.010752688172043012, 'UNI_juan': 0.010752688172043012, 'UNI_tabo': 0.010752688172043012, 'UNI_location': 0.010752688172043012, 'UNI_we': 0.010752688172043012, 'UNI_quickly': 0.010752688172043012, 'UNI_greeted': 0.010752688172043012, 'UNI_seated': 0.010752688172043012, 'UNI_2': 0.010752688172043012, 'UNI_story': 0.010752688172043012, 'UNI_courtyard': 0.010752688172043012, 'UNI_complete': 0.010752688172043012, 'UNI_fountain': 0.010752688172043012, 'UNI_surrounding': 0.010752688172043012, 'UNI_bar': 0.010752688172043012, 'UNI_banquet': 0.010752688172043012, 'UNI_room': 0.010752688172043012, 'UNI_our': 0.010752688172043012, 'UNI_server': 0.010752688172043012, 'UNI_prompt': 0.010752688172043012, 'UNI_ask': 0.010752688172043012, 'UNI_order': 0.010752688172043012, 'UNI_annoying': 0.010752688172043012, 'UNI_way': 0.010752688172043012, 'UNI_many': 0.010752688172043012, 'UNI_us': 0.010752688172043012, 'UNI_know': 0.010752688172043012, 'UNI_visit': 0.010752688172043012, 'UNI_type': 0.010752688172043012, 'UNI_restaurant': 0.010752688172043012, 'UNI_the': 0.021505376344086023, 'UNI_chips': 0.010752688172043012, 'UNI_dip': 0.010752688172043012, 'UNI_arrived': 0.021505376344086023, 'UNI_soon': 0.021505376344086023, 'UNI_sauce': 0.010752688172043012, 'UNI_certainly': 0.010752688172043012, 'UNI_highlight': 0.010752688172043012, 'UNI_pre': 0.010752688172043012, 'UNI_dinner': 0.010752688172043012, 'UNI_ever': 0.010752688172043012, 'UNI_albuquerque': 0.010752688172043012, 'UNI_area': 0.010752688172043012, 'UNI_find': 0.021505376344086023, 'UNI_furrs': 0.010752688172043012, 'UNI_raley': 0.010752688172043012, 'UNI_albertson': 0.010752688172043012, 'UNI_store': 0.010752688172043012, 'UNI_pick': 0.010752688172043012, 'UNI_jar': 0.010752688172043012, 'UNI_two': 0.010752688172043012, 'UNI_food': 0.010752688172043012, 'UNI_shredded': 0.010752688172043012, 'UNI_beef': 0.010752688172043012, 'UNI_enchiladas': 0.021505376344086023, 'UNI_a': 0.010752688172043012, 'UNI_small': 0.010752688172043012, 'UNI_fajita': 0.010752688172043012, 'UNI_platter': 0.010752688172043012, 'UNI_those': 0.010752688172043012, 'UNI_expecting': 0.010752688172043012, 'UNI_traditonal': 0.010752688172043012, 'UNI_wrap': 0.021505376344086023, 'UNI_shelf': 0.010752688172043012, 'UNI_variation.not': 0.010752688172043012, 'UNI_bad': 0.010752688172043012, 'UNI_i': 0.010752688172043012, 'UNI_used': 0.010752688172043012, 'UNI_others': 0.010752688172043012, 'UNI_seeking': 0.010752688172043012, 'UNI_fajitas': 0.010752688172043012, 'UNI_disappointed': 0.010752688172043012, 'UNI_everything': 0.010752688172043012, 'UNI_seasoned': 0.021505376344086023, 'UNI_perfection': 0.010752688172043012, 'UNI_get': 0.010752688172043012, 'UNI_ample': 0.010752688172043012, 'UNI_supply': 0.010752688172043012, 'UNI_tortillas': 0.010752688172043012, 'UNI_rice': 0.010752688172043012, 'UNI_tomato': 0.010752688172043012, 'UNI_paste/cilantro': 0.010752688172043012, 'UNI_mix': 0.010752688172043012, 'UNI_quite': 0.010752688172043012, 'UNI_pleasing': 0.010752688172043012, 'UNI_beans': 0.010752688172043012}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 1.1538461538461537, 'liwc:positive': 1, 'UNI_it': 0.004, "UNI_n't": 0.012, 'UNI_fancy': 0.004, 'UNI_barbeque': 0.012, 'UNI_palaces': 0.004, 'UNI_georgia': 0.004, 'UNI_big': 0.024, 'UNI_bbq': 0.032, 'UNI_emporiums': 0.004, 'UNI_texas': 0.004, 'UNI_may': 0.004, 'UNI_well': 0.004, 'UNI_offer': 0.004, 'UNI_best': 0.008, 'UNI_tasting': 0.004, 'UNI_ribs': 0.008, 'UNI_brisket': 0.008, 'UNI_i': 0.008, 'UNI_run': 0.004, 'UNI_anywhere': 0.004, 'UNI_west': 0.004, 'UNI_east': 0.004, 'UNI_mississippi': 0.004, 'UNI_city': 0.02, 'UNI_gets': 0.004, 'UNI_vote': 0.004, 'UNI_new': 0.012, 'UNI_restaurant': 0.004, 'UNI_august': 0.004, 'UNI_2004': 0.004, 'UNI_almost': 0.004, 'UNI_certainly': 0.004, 'UNI_end': 0.004, 'UNI_annual': 0.004, 'UNI_reader': 0.004, 'UNI_choice': 0.008, 'UNI_awards': 0.004, 'UNI_ballot': 0.004, 'UNI_later': 0.004, 'UNI_year': 0.004, 'UNI_the': 0.008, 'UNI_boys': 0.004, 'UNI_guys': 0.004, 'UNI_town': 0.004, 'UNI_fast-growing': 0.004, 'UNI_arena': 0.004, 'UNI_owners': 0.004, 'UNI_come': 0.004, 'UNI_extensive': 0.004, 'UNI_prior': 0.008, 'UNI_experience': 0.008, 'UNI_restauranteurs': 0.004, 'UNI_high': 0.004, 'UNI_profile': 0.004, 'UNI_executive': 0.004, 'UNI_chef': 0.004, 'UNI_rasshad': 0.004, 'UNI_brown': 0.004, 'UNI_www.rasshad.com': 0.004, 'UNI_co-founded': 0.004, 'UNI_15': 0.004, 'UNI_years': 0.004, 'UNI_professional': 0.004, 'UNI_culinary': 0.004, 'UNI_including': 0.004, 'UNI_managing': 0.004, 'UNI_kitchens': 0.004, 'UNI_resorts': 0.004, 'UNI_corporate': 0.004, 'UNI_restaurants': 0.004, 'UNI_chains': 0.004, 'UNI_soul': 0.008, 'UNI_announce': 0.004, 'UNI_menu': 0.004, 'UNI_board': 0.004, 'UNI_sporting': 0.004, 'UNI_southern': 0.008, 'UNI_delicacies': 0.004, 'UNI_fried': 0.008, 'UNI_okra': 0.004, 'UNI_collard': 0.004, 'UNI_greens': 0.004, 'UNI_rice': 0.004, 'UNI_gravy': 0.004, 'UNI_black-eyed': 0.004, 'UNI_peas': 0.004, 'UNI_dozen': 0.004, 'UNI_size': 0.004, 'UNI_dishes': 0.004, 'UNI_but': 0.004, 'UNI_drives': 0.004, 'UNI_aficionados': 0.004, 'UNI_smoked': 0.012, 'UNI_meats': 0.008, 'UNI_pork': 0.008, 'UNI_hot': 0.008, 'UNI_links': 0.004, 'UNI_turkey': 0.004, 'UNI_all': 0.008, 'UNI_rubbed': 0.004, 'UNI_spiced': 0.004, 'UNI_48': 0.004, 'UNI_hours': 0.008, 'UNI_12': 0.004, 'UNI_serving': 0.004, 'UNI_what': 0.004, 'UNI_makes': 0.004, 'UNI_really': 0.004, 'UNI_stand': 0.004, 'UNI_quality': 0.004, 'UNI_foods': 0.004, 'UNI_unique': 0.004, 'UNI_dry': 0.004, 'UNI_rubs': 0.004, 'UNI_sauces': 0.008, 'UNI_most': 0.004, 'UNI_vinegar-based': 0.004, 'UNI_offered': 0.004, 'UNI_co-owner': 0.004, 'UNI_catering': 0.004, 'UNI_manager': 0.004, 'UNI_len': 0.004, 'UNI_wechsler': 0.004, 'UNI_tomato-based': 0.004, 'UNI_leave': 0.004, 'UNI_aftertaste': 0.004, 'UNI_for': 0.004, 'UNI_adventurous': 0.004, 'UNI_heart': 0.004, 'UNI_want': 0.004, 'UNI_dip': 0.004, 'UNI_sauce': 0.004, 'UNI_personal': 0.004, 'UNI_favorite': 0.008, 'UNI_although': 0.004, 'UNI_see': 0.004, 'UNI_least': 0.004, 'UNI_one': 0.012, 'UNI_guest': 0.004, 'UNI_break': 0.004, 'UNI_sweat': 0.004, 'UNI_nibble': 0.004, 'UNI_food': 0.004, 'UNI_lovers': 0.004, 'UNI_also': 0.004, 'UNI_appreciate': 0.004, 'UNI_catfish': 0.004, 'UNI_smothered': 0.008, 'UNI_chicken': 0.004, 'UNI_breasts': 0.004, 'UNI_chops': 0.004, 'UNI_favorites': 0.004, 'UNI_presented': 0.004, 'UNI_lunch': 0.008, 'UNI_portions': 0.016, 'UNI_piece': 0.004, 'UNI_meat': 0.012, 'UNI_dinner': 0.012, 'UNI_two': 0.004, 'UNI_pieces': 0.004, 'UNI_often': 0.004, 'UNI_reasonably': 0.004, 'UNI_fit': 0.004, 'UNI_plate': 0.004, 'UNI_oh': 0.004, 'UNI_word': 0.004, 'UNI_desserts': 0.004, 'UNI_at': 0.004, 'UNI_table': 0.004, 'UNI_passed': 0.004, 'UNI_around': 0.004, 'UNI_melt-in-your-mouth': 0.004, 'UNI_peach': 0.004, 'UNI_cobbler': 0.004, 'UNI_pecan': 0.004, 'UNI_pie': 0.004, 'UNI_post-barbeque': 0.004, 'UNI_sugar': 0.004, 'UNI_biscuits': 0.004, 'UNI_cost': 0.004, 'UNI_average': 0.004, 'UNI_meal': 0.004, 'UNI_10': 0.004, 'UNI_per': 0.004, 'UNI_person': 0.004, 'UNI_maybe': 0.004, 'UNI_couple': 0.004, 'UNI_dollars': 0.004, 'UNI_double': 0.004, 'UNI_combos': 0.004, 'UNI_6.49': 0.004, 'UNI_include': 0.004, 'UNI_sandwich': 0.004, 'UNI_side': 0.004, 'UNI_refillable': 0.004, 'UNI_soft': 0.004, 'UNI_drink': 0.004}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 7.142857142857143, 'liwc:positive': 1, 'UNI_curries': 0.07692307692307693, 'UNI_sauces': 0.07692307692307693, 'UNI_best': 0.07692307692307693, 'UNI_thai': 0.07692307692307693, 'UNI_seattle': 0.07692307692307693, 'UNI_prices': 0.07692307692307693, 'UNI_little': 0.07692307692307693, 'UNI_high': 0.07692307692307693, 'UNI_side': 0.07692307692307693, 'UNI_u-district': 0.07692307692307693, 'UNI_food': 0.07692307692307693, 'UNI_makes': 0.07692307692307693, 'UNI_worth': 0.07692307692307693}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 12.5, 'liwc:positive': 1, 'UNI_if': 0.125, 'UNI_want': 0.125, 'UNI_great': 0.125, 'UNI_food': 0.041666666666666664, 'UNI_prices': 0.041666666666666664, 'UNI_place': 0.08333333333333333, 'UNI_fancy': 0.041666666666666664, 'UNI_french': 0.041666666666666664, 'UNI_waiter': 0.041666666666666664, 'UNI_i': 0.041666666666666664, 'UNI_suggest': 0.041666666666666664, 'UNI_buy': 0.041666666666666664, 'UNI_ticket': 0.041666666666666664, 'UNI_paris': 0.041666666666666664, 'UNI_pizza': 0.08333333333333333, 'UNI_dales': 0.041666666666666664}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 14.285714285714286, 'liwc:positive': 1, 'UNI_sandwiches': 0.07142857142857142, 'UNI_plenty': 0.07142857142857142, 'UNI_soup': 0.07142857142857142, "UNI_d'jour": 0.07142857142857142, 'UNI_superb': 0.07142857142857142, 'UNI_alexandra': 0.07142857142857142, 'UNI_adds': 0.07142857142857142, 'UNI_pleasant': 0.07142857142857142, 'UNI_touch': 0.07142857142857142, 'UNI_good': 0.07142857142857142, 'UNI_vittles': 0.07142857142857142, 'UNI_smile': 0.07142857142857142, 'UNI_cheery': 0.07142857142857142, 'UNI_hello': 0.07142857142857142}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 9.75609756097561, 'liwc:positive': 1, 'UNI_excellent': 0.02564102564102564, 'UNI_food': 0.02564102564102564, 'UNI_family': 0.05128205128205128, 'UNI_gyros': 0.07692307692307693, 'UNI_platter': 0.02564102564102564, 'UNI_meal': 0.02564102564102564, 'UNI_better': 0.02564102564102564, 'UNI_pizza': 0.02564102564102564, 'UNI_dinner': 0.02564102564102564, 'UNI_huge': 0.05128205128205128, 'UNI_good': 0.02564102564102564, 'UNI_4-5': 0.02564102564102564, 'UNI_people': 0.02564102564102564, 'UNI_great': 0.02564102564102564, 'UNI_also': 0.02564102564102564, 'UNI_worth': 0.02564102564102564, 'UNI_trying': 0.02564102564102564, 'UNI_philly': 0.02564102564102564, 'UNI_steak': 0.02564102564102564, 'UNI_sandwich': 0.02564102564102564, 'UNI_thick': 0.02564102564102564, 'UNI_juicy': 0.02564102564102564, 'UNI_cheeseburgers': 0.02564102564102564, 'UNI_cheese': 0.02564102564102564, 'UNI_burgers': 0.02564102564102564, 'UNI_loves': 0.02564102564102564, 'UNI_place': 0.05128205128205128, 'UNI_thing': 0.02564102564102564, 'UNI_sit-in': 0.02564102564102564, 'UNI_order': 0.02564102564102564, 'UNI_pick-up': 0.02564102564102564, 'UNI_get': 0.02564102564102564, 'UNI_delivered': 0.02564102564102564, 'UNI_favorite': 0.02564102564102564}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 18.51851851851852, 'liwc:positive': 1, 'UNI_friendly': 0.037037037037037035, 'UNI_hometown': 0.037037037037037035, 'UNI_atmosphere': 0.037037037037037035, 'UNI_excellent': 0.037037037037037035, 'UNI_variety': 0.037037037037037035, 'UNI_food': 0.037037037037037035, 'UNI_what': 0.037037037037037035, 'UNI_pleasent': 0.037037037037037035, 'UNI_surprise': 0.037037037037037035, 'UNI_great': 0.07407407407407407, 'UNI_mix': 0.037037037037037035, 'UNI_american': 0.037037037037037035, 'UNI_italian': 0.037037037037037035, 'UNI_foods': 0.037037037037037035, 'UNI_the': 0.037037037037037035, 'UNI_ribs': 0.037037037037037035, 'UNI_die': 0.037037037037037035, 'UNI_also': 0.037037037037037035, 'UNI_bar': 0.037037037037037035, 'UNI_meet': 0.037037037037037035, 'UNI_friends': 0.037037037037037035, 'UNI_i': 0.037037037037037035, 'UNI_ca': 0.037037037037037035, "UNI_n't": 0.037037037037037035, 'UNI_wait': 0.037037037037037035, 'UNI_return': 0.037037037037037035}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_we': 0.25, 'UNI_twice': 0.25, 'UNI_time': 0.25, 'UNI_exceptional': 0.25}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 1.7543859649122806, 'liwc:positive': 1, 'UNI_we': 0.017543859649122806, 'UNI_went': 0.017543859649122806, 'UNI_set': 0.017543859649122806, 'UNI_menu': 0.017543859649122806, 'UNI_18': 0.017543859649122806, 'UNI_euros': 0.017543859649122806, 'UNI_arrived': 0.017543859649122806, 'UNI_paris': 0.017543859649122806, 'UNI_evening': 0.017543859649122806, 'UNI_nicest': 0.017543859649122806, 'UNI_meal': 0.017543859649122806, 'UNI_holiday': 0.017543859649122806, 'UNI_asparagus': 0.017543859649122806, 'UNI_marinated': 0.017543859649122806, 'UNI_duck': 0.017543859649122806, 'UNI_raw': 0.017543859649122806, 'UNI_might': 0.017543859649122806, 'UNI_everyones': 0.017543859649122806, 'UNI_taste': 0.017543859649122806, 'UNI_lemon': 0.017543859649122806, 'UNI_preserve': 0.017543859649122806, 'UNI_pork': 0.017543859649122806, 'UNI_sauteed': 0.017543859649122806, 'UNI_french': 0.05263157894736842, 'UNI_beans': 0.017543859649122806, 'UNI_crushed': 0.017543859649122806, 'UNI_potatoes': 0.017543859649122806, 'UNI_tastes': 0.017543859649122806, 'UNI_divine': 0.017543859649122806, 'UNI_purreed': 0.017543859649122806, 'UNI_cheastnuts': 0.017543859649122806, 'UNI_creme': 0.017543859649122806, 'UNI_freche': 0.017543859649122806, 'UNI_choc': 0.017543859649122806, 'UNI_sauce': 0.017543859649122806, 'UNI_style': 0.017543859649122806, 'UNI_seemed': 0.017543859649122806, 'UNI_genuine': 0.017543859649122806, 'UNI_as': 0.017543859649122806, 'UNI_much': 0.017543859649122806, 'UNI_bread': 0.017543859649122806, 'UNI_could': 0.017543859649122806, 'UNI_eat': 0.017543859649122806, 'UNI_large': 0.017543859649122806, 'UNI_jugs': 0.017543859649122806, 'UNI_house': 0.017543859649122806, 'UNI_wine': 0.017543859649122806, 'UNI_wash': 0.017543859649122806, 'UNI_yum': 0.017543859649122806, 'UNI_le': 0.017543859649122806, 'UNI_palet': 0.017543859649122806, 'UNI_la': 0.017543859649122806, 'UNI_fayette': 0.017543859649122806, 'UNI_opp': 0.017543859649122806, 'UNI_96': 0.017543859649122806}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 11.11111111111111, 'liwc:positive': 1, 'UNI_vietnamese': 0.037037037037037035, 'UNI_soup': 0.14814814814814814, 'UNI_that': 0.037037037037037035, 'UNI_coffee': 0.037037037037037035, 'UNI_sodas': 0.037037037037037035, 'UNI_drink': 0.037037037037037035, 'UNI_great': 0.037037037037037035, 'UNI_served': 0.037037037037037035, 'UNI_bean': 0.037037037037037035, 'UNI_sprouts': 0.037037037037037035, 'UNI_mint': 0.037037037037037035, 'UNI_pepper': 0.037037037037037035, 'UNI_slices': 0.037037037037037035, 'UNI_plum': 0.037037037037037035, 'UNI_sauce': 0.037037037037037035, 'UNI_cheap': 0.037037037037037035, 'UNI_filling': 0.037037037037037035, 'UNI_a': 0.037037037037037035, 'UNI_good': 0.07407407407407407, 'UNI_deal': 0.037037037037037035, 'UNI_eat': 0.037037037037037035, 'UNI_chop': 0.037037037037037035, 'UNI_sticks': 0.037037037037037035}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 7.142857142857143, 'liwc:positive': 1, 'UNI_intimate': 0.023809523809523808, 'UNI_setting': 0.023809523809523808, 'UNI_eat': 0.023809523809523808, 'UNI_listening': 0.023809523809523808, 'UNI_caribbean': 0.023809523809523808, 'UNI_music': 0.023809523809523808, 'UNI_reggae': 0.023809523809523808, 'UNI_calypso': 0.023809523809523808, 'UNI_my': 0.047619047619047616, 'UNI_meal': 0.023809523809523808, 'UNI_sapper': 0.023809523809523808, 'UNI_fish': 0.07142857142857142, 'UNI_appetizer': 0.023809523809523808, 'UNI_conch': 0.023809523809523808, 'UNI_shell': 0.023809523809523808, 'UNI_fritter': 0.023809523809523808, 'UNI_the': 0.023809523809523808, 'UNI_food': 0.023809523809523808, 'UNI_delicious': 0.023809523809523808, 'UNI_friends': 0.023809523809523808, 'UNI_jerk': 0.047619047619047616, 'UNI_chicken': 0.023809523809523808, 'UNI_pork': 0.023809523809523808, 'UNI_sauteed': 0.023809523809523808, 'UNI_shrimp': 0.023809523809523808, 'UNI_their': 0.023809523809523808, 'UNI_appetizers': 0.023809523809523808, 'UNI_tanya': 0.023809523809523808, 'UNI_vegetable': 0.023809523809523808, 'UNI_fritters': 0.023809523809523808, 'UNI_plantain': 0.023809523809523808, 'UNI_cod': 0.023809523809523808, 'UNI_patties': 0.023809523809523808, 'UNI_we': 0.023809523809523808, 'UNI_enjoyed': 0.023809523809523808, 'UNI_visit': 0.023809523809523808, 'UNI_highly': 0.023809523809523808, 'UNI_recommend': 0.023809523809523808}
